Name,Current Price,Old Price,Discount,Date
"HP Refurbished ProBook 440 G5 Core I5 8GB RAM 256GB SSD 14"" 8th Gen Ultra-Slim Laptop + Bag .","KSh 24,999","KSh 30,000",17%,2025-07-05
"Lenovo THINKPAD 11e Intel Celeron 8GB Ram, 128GB Ssd Touch Screen RENEWED","KSh 14,000","KSh 20,000",30%,2025-07-05
"Lenovo Refurbished Thinkpad X131e 12"" Intel Celeron 4GB, 500GB - Black (6 Months WRTY)","KSh 11,498","KSh 16,999",32%,2025-07-05
HP REFURBISHED 820 G3 CORE I5 8GB 256SSD,"KSh 19,499","KSh 25,000",22%,2025-07-05
"HP ProBook 430 G4, 7th Gen, Core i5, 8GB Ram, 256GB-Refurbished- SSD, 14""- Silver-Dos","KSh 22,999","KSh 30,000",23%,2025-07-05
"HP ProBook X 360 11 G3 8GB RAM 256GB SSD 8TH Generation, Intel Pentium silver Quad core, 11.6 Inches Display Touchscreen 2 in 1 Refurbished laptop","KSh 20,999","KSh 25,000",16%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, Slim Model , 8GB RAM 500GB HDD -14"", Black","KSh 17,990","KSh 31,500",43%,2025-07-05
"Lenovo IdeaPad 1 14IGL BRAND NEW SEALED, Intel® Celeron® N4020 ,Intel® UHD Graphics 600, 8 GB DDR4-2400, 256 GB SSD PCIe","KSh 35,000","KSh 38,500",9%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 2.5GHz 8GB RAM 256GB SSD (Mid 2012) Laptop Silver + Bag (6 Months WRTY)","KSh 25,000","KSh 45,000",44%,2025-07-05
"HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, (6 Months WRTY)","KSh 17,100","KSh 27,100",37%,2025-07-05
"Lenovo ThinkPad X280 Intel Core i5-8350U Quad-Core 8GB RAM 256GB SSD 12.5"" FHD IPS Display Refurbished 6months Warranty","KSh 20,498","KSh 30,000",32%,2025-07-05
"HP BRAND NEW SEALED CELERON HP 15 4GB RAM 500GB HDD 15.6'"" FreeDOS (6M WRTY)","KSh 35,000","KSh 50,000",30%,2025-07-05
"Lenovo ThinkPad X250 Intel Core I5, 8GB RAM, 500GB HDD, 12.5'' REFURBISHED","KSh 14,490","KSh 21,000",31%,2025-07-05
"Apple Refurbished 13.3"" MacBook Pro 2017, Intel Core I5, 8GB RAM, 256GB SSD - Silver","KSh 38,190","KSh 44,220",14%,2025-07-05
"Lenovo Refurbished Thinkpad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' Black (6 Months WRTY)","KSh 15,899","KSh 31,798",50%,2025-07-05
"HP Renewed Elitebook 820 Core I5, 8GB RAM 500GB HDD -12.5"", Black","KSh 15,535","KSh 27,000",42%,2025-07-05
HP Refurbished 6th Generation EliteBook 840 G3 Core I5-8GB - 256GB Ssd - Win 10 - Silver,"KSh 21,500","KSh 40,000",46%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, Slim Model , 8GB RAM 500GB HDD -14"", Black  (6 Months WRTY)","KSh 17,899","KSh 29,999",40%,2025-07-05
"Lenovo Refurbshed Thinkpad T470S Core I5 8GB Ram 256GB SSD, 6th Generation 14 inches","KSh 19,999","KSh 32,888",39%,2025-07-05
"Apple Refurbished 16GB RAM, 1TB HDD MacBook Pro 13"" (2012) Core I5 2.5GHz Laptop - Silver, MacBook Operating System Installed, Microsoft Office Installed + Free Wireless  Mouse","KSh 36,500","KSh 49,000",26%,2025-07-05
"10pcs RJ45 CAT5 ,CAT6 Ethernet Network Connector",KSh 199,KSh 300,34%,2025-07-05
"HP Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY","KSh 24,999","KSh 49,998",50%,2025-07-05
HP Dragonfly  X360 Touchscreen Intel Core I5-8th Gen-16GB RAM-256GB SSD REFURBISHED  (6 Months WRTY),"KSh 52,999","KSh 88,000",40%,2025-07-05
Lenovo BRAND NEW IDEAPAD 1 CELERON 4GB 128SSD  PRO 14'' INCHES (6MONTHS WRTY),"KSh 30,000","KSh 40,000",25%,2025-07-05
"HP Refurbished EliteBook 840 G2 5TH GEN , Core I5, 500GB HDD, 8GB RAM, 14"" Black","KSh 19,699","KSh 25,000",21%,2025-07-05
HP Refurbished Elitebook 1030 G3 Core I7 16GB RAM 512GB SSD X360 8th Gen 2-In-1 Convertible 13.3 Touchscreen FHD  Business Laptop +Bag (6 Months WRTY),"KSh 52,500","KSh 70,000",25%,2025-07-05
"HP Refurbished EliteBook 830 G5 Touchscreen Core I5 8GB RAM 256GB SSD 8th Gen 13.3"" Slim Laptop Windows 11 Pro Office 2021 plus complete charger","KSh 35,000","KSh 36,000",3%,2025-07-05
"HP Refurbished EliteBook 840 G5 Core I5 16GB 512GB SSD 14"" 8th Gen Quad Core Slim Laptop .","KSh 36,990","KSh 50,000",26%,2025-07-05
DELL  Refurbished Latitude 7270 Core I5 8GB 256GB SSD 6th Gen 12.5 Inch Ultrabook Win10,"KSh 19,499","KSh 25,000",22%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 4GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 21,500","KSh 70,000",69%,2025-07-05
"Lenovo  Refurbished Yoga 11e X360 Intel -Touchscreen- 8GB RAM - SSD 128GB - Black ThinkPad 11.6""- (6 Months WRTY)","KSh 13,899","KSh 21,000",34%,2025-07-05
Lenovo Thinkpad T470s Refurbished -Core I5 -8GB RAM -256GB SSD-Dos-14,"KSh 19,999","KSh 25,000",20%,2025-07-05
Lenovo ThinkPad Yoga 370 X360 Convertible Intel Core I5 7th Gen 8GB RAM 256GB SSD 14 Inches FHD Multi-Touch Display refurbished laptop,"KSh 23,999","KSh 39,999",40%,2025-07-05
"HP ProBook X360 11 G2 EE 8GB RAM 256GB SSD Core I5 7th Gen 11.6"" Touchscreen 2 in 1 Convertible  Slim Refurbished Laptop + Bag","KSh 21,500","KSh 30,000",28%,2025-07-05
"HP ProBook 440 G4, 7th Gen, Core i5, 8GB Ram, 256GB-Refurbished- SSD, 14""- Silver-Dos","KSh 24,999","KSh 40,000",38%,2025-07-05
"HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 500GB HDD 6th Gen 12.5"" Ultraslim DOS","KSh 19,400","KSh 29,000",33%,2025-07-05
"HP Refurbished Elitebook 820 G3 6th Gen , Core I7 , 16GB RAM-SSD 512GB -12.5"", Sliver","KSh 29,499","KSh 40,000",26%,2025-07-05
"DELL Latitude 7280, Core I5 8GB RAM 256GB SSD, 12.5"" Refurbished","KSh 17,368","KSh 32,000",46%,2025-07-05
HP REFURBRISHED DRAGONFLY X360 CORE I7 8TH GEN 16GB 512GB SSD WINDOWS 11 PRO INSTALLED AND ACTIVATED PL,"KSh 60,000","KSh 65,000",8%,2025-07-05
"HP Refurbished Elitebook 820 G4 Core I5 8GB RAM 256GB SSD+500 GB HDD 7th Gen 12.5"" Ultraslim Laptop (6 Months WRTY)","KSh 21,999","KSh 30,000",27%,2025-07-05
HP Chromebook 11 G6  - Intel Celeron  Dual-core - Storage 16GB/4GB -WiFi - Camera - Type C- Chrome OS - Refurb  (6 Months WRTY),"KSh 8,599","KSh 15,999",46%,2025-07-05
"HP EliteBook 840 G6 Touchscreen 8th Gen-Core I7-16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win 11 (6 Months WRTY)","KSh 39,999","KSh 55,000",27%,2025-07-05
"Lenovo Refurbished Thinkpad X250 Intel Core I5, 8GB RAM, 500GB HDD, 12.5'' Black Win 10","KSh 14,399","KSh 31,000",54%,2025-07-05
"HP Refurbished EliteBook 840 G2 5TH GEN , Core I5, 1TB HDD, 8GB RAM, Touchscreen, 14"" Black (6 Months WRTY)","KSh 22,999","KSh 35,000",34%,2025-07-05
"HP Refurbished EliteBook 840 G6 Core I7 16GB 256GB SSD 8th Gen 14Inch Ultrabook Laptop + Bag, (6 Months WRTY)","KSh 36,500","KSh 60,000",39%,2025-07-05
"Lenovo REFURBISHED ThinkPad W540 Mobile workstation 39.4 cm (15.5"") Quad HD Intel® Core™ i7-4800MQ 16 GB DDR3-SDRAM 256 GB SSD, 2GB NVIDIA® Quadro® K1100M Windows 11 Pro","KSh 24,999","KSh 30,000",17%,2025-07-05
"Lenovo IdeaPad Slim 3, Intel Core i5-13420H, 16GB RAM, 512GB SSD, Windows 11, 14"" FHD, Grey","KSh 68,999","KSh 80,000",14%,2025-07-05
"HP EliteBook 820 G3 Intel Core I5 16GB-512GB SSD 6th Gen Refurbished  Silver-12.6"", 6 Months WRTY","KSh 25,000","KSh 35,000",29%,2025-07-05
HP Refurbished EliteBook 840 G3 Core I7-6600U -8GB - 500 GB – Win 10 - Silver (6 Months WRTY),"KSh 24,900","KSh 60,000",59%,2025-07-05
"Apple  16GB RAM,  Refurbished  MacBook pro 13''(2012) Fast 256gb SSD, Macbook Operating System Installed, Office Installed + Free Wireless Mouse","KSh 33,500","KSh 50,000",33%,2025-07-05
"HP EliteBook 810 G3,11.6"" Touchscreen Intel Core I5 8GB RAM 256GB SSD -Refurb","KSh 29,499","KSh 31,799",7%,2025-07-05
"HP ELITEBOOK 840 G3, CORE I5 6TH GEN, 8GB RAM, 256GB SSD , 14"" SCREEN RREFUBRISHED","KSh 20,000","KSh 35,000",43%,2025-07-05
Lenovo Refurbished THINKPAD T480  Intel Core i5-8th Gen 16GB RAM 512GB SSD + FREE WIRELESS RECHARGEABLE MOUSE,"KSh 30,399","KSh 45,000",32%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel -Touchscreen- 11.6""- 4GB RAM - SSD 128GB - Black","KSh 11,999","KSh 19,000",37%,2025-07-05
"Lenovo Thinkpad X240 Intel Core I5 8GB RAM 256 GB SSD 12.5'' Black Refurbished, 6 Months WRTY","KSh 18,000","KSh 70,000",74%,2025-07-05
"HP Refurbished Elitebook 820 Core I5, 4GB RAM 500GB HDD -12.5"", Black, 6 Months WRTY","KSh 17,000",N/A,N/A,2025-07-05
Lenovo Refurbished Thinkpad X260 Intel Core I5 8GB RAM 500GB HDD 12.5'' Black,"KSh 15,695","KSh 28,000",44%,2025-07-05
Lenovo Refurbished THINKPAD T480 - Intel Core I5-8th Gen - 8GB RAM - 256GB SSD - Black,"KSh 25,999","KSh 33,000",21%,2025-07-05
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB, 128 GB SSD 500GB HDD WIN 11","KSh 23,500","KSh 65,000",64%,2025-07-05
"HP RefurbishedEliteBook 8460p, Intel Core I5,  8GB RAM, 500GB HDD STORAGE 14 Inch","KSh 14,249","KSh 25,000",43%,2025-07-05
"HP 8GB Ram 500GB HDD, 6th Generation, Refurbished EliteBook 840 G3 Intel Core I5, 14"" Inches Screen Display, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 25,500","KSh 40,000",36%,2025-07-05
"HP Refurbished EliteBook 840  Core I5, 500HDD, 8GB RAM Touchscreen, Black","KSh 19,998","KSh 29,999",33%,2025-07-05
"Lenovo Thinkpad T460 Core I5 8GB Ram 500GB HDD, 6th Generation 14″ RENEWED","KSh 26,999","KSh 32,000",16%,2025-07-05
"HP Elitebook 840 G1 Core I5, 8GB RAM, 500GB HDD 14"" Refurbished","KSh 16,998","KSh 29,000",41%,2025-07-05
"HP Refurb EliteBook X360 1030 G3, Intel Core I5 8th Gen, 16GB RAM, 512GB SSD 13.3"" FHD Touchscreen Display","KSh 47,999","KSh 66,000",27%,2025-07-05
"HP Refurbished Elitebook  820  G3 6th Gen  ,  Core I7, 8GB RAM-SSD 256GB -12.5"", Sliver  (6 Months WRTY)","KSh 23,999","KSh 46,999",49%,2025-07-05
"Asus Chromebook C202S, Intel Celeron, Storage 16GB eMMC SSD / 4GB RAM ,HDMI ,Playstore ,WebCam, Chrome OS, Refurb.","KSh 8,299","KSh 17,398",52%,2025-07-05
"HP Pavilion x360 2-in-1 Laptop, Intel Core i7-1355U, 16GB RAM, 1TB SSD, 14"" FHD TouchScreen, Silver","KSh 125,000","KSh 135,000",7%,2025-07-05
HP 500GB HDD 8GB RAM Refurbished ProBook 640 14 Intel Core I5 Windows 10,"KSh 17,999","KSh 45,000",60%,2025-07-05
"HP Elitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,512GB SSD-Refurbished","KSh 34,000","KSh 70,000",51%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 2.4GHz 8GB RAM 256GB SSD (2011) Laptop - Silver (6 Months WRTY)","KSh 23,900","KSh 34,000",30%,2025-07-05
"HP Refurbished EliteBook 820, Intel Core I5, Slim Model ,8GB RAM , 500HDD, Black- 12.5"",  (6 Months WRTY)","KSh 17,999","KSh 28,000",36%,2025-07-05
"HP Refurbished EliteBook 840 G1, 14"" - Intel Core I5, 500GB HDD, 8GB RAM - Win10 Trial, BLK (6 Months WRTY)","KSh 15,999","KSh 22,000",27%,2025-07-05
"HP Refurbished Elitebook  , Core  I5, 16GB RAM 500gb HDD -12.5"", Black  (6 Months WRTY)","KSh 17,999","KSh 39,999",55%,2025-07-05
"HP EliteBook 8GB RAM, Fast Speed 256GB SSD  Intel Core I5, 14'' Windows 11 PRO Activated  Refurbished Laptop, Office & Basic Software Installed +  Free Bag + Free Wireless Mouse + Charger + Mouse Pad.","KSh 20,499","KSh 29,000",29%,2025-07-05
"DELL Latitude 7300 Business Laptop (13-inch) 8th gen Intel Core i5, 8GB RAM, 256GB Storage, and UHD Graphics 620","KSh 27,000","KSh 40,000",33%,2025-07-05
"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 21,999","KSh 34,000",35%,2025-07-05
"Lenovo Refurbished Yoga 11e -x360 Touch Screen- Intel Celeron 8GB 256GB SSD,Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad.","KSh 22,500","KSh 29,000",22%,2025-07-05
"HP Refurbished ProBook 640 G1 Core I5, 4GB RAM, 500GB HDD, Windows 10, (6 Months WRTY)","KSh 15,299","KSh 21,000",27%,2025-07-05
HP Refurbished EliteBook 840 G5 Core I7 16GB 512GB SSD 8th Gen 14 Inch Ultrabook Laptop  (6 Months WRTY),"KSh 38,900","KSh 50,000",22%,2025-07-05
"HP Refurbished Elitebook 840 G5 8th Generation Core I5, 8GB RAM, 256GB SSD (6 Months WRTY)","KSh 29,299","KSh 55,000",47%,2025-07-05
"HP EliteBook 755 G5 15.6"" - AMD Ryzen 7- 2700U  - 16 GB RAM - 256 GB SSD - Win 10 Pro","KSh 48,000",N/A,N/A,2025-07-05
"Lenovo Refurbished Thinkpad X131e 12"" Intel Celeron 4GB, 320GB - Black (6 Months WRTY)","KSh 11,899","KSh 18,999",37%,2025-07-05
"Apple  MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 26,250","KSh 35,000",25%,2025-07-05
"HP Refurbished EliteBook 820 G3 Intel Core I5 6th Gen 8GB-256GBSSD Silver-12.6"" 6 Months WRTY (6 Months WRTY)","KSh 19,500","KSh 29,999",35%,2025-07-05
Apple MacBook Air Core i5 2015 4GB RAM 256 GB SSD 13 Inches A1466  MacOS Ultra Slim Refurbished Laptop,"KSh 35,000","KSh 50,000",30%,2025-07-05
"HP Refurbished EliteBook 8470p Core I5 - HDD 1TB - 8GB RAM WIFI CAM Silver - 14"" (6 Months WRTY)","KSh 15,999","KSh 34,998",54%,2025-07-05
DELL Refurbished Latitude 7280 Core I5 16GB RAM 256GB SSD 6th Gen 12.5 Inch Ultrabook Slim Laptop,"KSh 24,000","KSh 40,000",40%,2025-07-05
Lenovo Brand New IdeaPad Flex 5 14IAU7 Convertible Intel Core i7 12th Gen 16GB RAM 1TB SSD 14 Inches FHD Multi-Touch Display Windows 11 Home,"KSh 105,000",N/A,N/A,2025-07-05
HP Probook 640 G4 8th Gen Core I5-8GB RAM-512 SSD -Reburbished- 14'' -Silver-Win 10 (6 Months WRTY),"KSh 26,499","KSh 32,000",17%,2025-07-05
"Lenovo T460s Ultrabook 14"" Display, Intel I5, 8GB RAM, 256GB SSD, BLACK Refurbished","KSh 19,390","KSh 32,000",39%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel -Touchscreen- 11.6""- 4GB RAM - SSD 128GB - Black","KSh 19,000",N/A,N/A,2025-07-05
"HP Refurbished ProBook X360 11e  4GB 128GB SSD Intel Celeron 2-in-1 11.6"" Touchscreen Ultraslim Laptop (6 Months WRTY)","KSh 15,000","KSh 16,000",6%,2025-07-05
"HP  Refurbished EliteBook 640GB HDD, 8GB RAM, Intel Core I5, 14'' Windows 11 PRO Activated, Office & Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad","KSh 18,999","KSh 35,000",46%,2025-07-05
HP ELITEBOOK 1040 G8 X360 Core-I7 11TH GEN-16GB RAM-512GB SSD -Refurbished-Win11-Silver,"KSh 62,999","KSh 85,000",26%,2025-07-05
Apple Refurbished Macbook Air 2017 13inch Core I5 8GB Ram 128gb SSD - Silver,"KSh 28,810","KSh 34,840",17%,2025-07-05
"Apple  MacBook Pro 13""- Core I5 -16GB RAM, 512GB SSD (2012) Laptop -Silver Refurbished, (6 Months WRTY)","KSh 36,599","KSh 52,000",30%,2025-07-05
"HP Refurbished Elitebook 820 G3 Core I5, 16GB RAM, 500 GB SSD -12.5""","KSh 24,999","KSh 29,999",17%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 2.4GHz 8GB RAM 500Gb HDD (2011) Laptop - Silver.","KSh 22,000","KSh 26,000",15%,2025-07-05
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black  (6 Months WRTY),"KSh 15,699","KSh 37,500",58%,2025-07-05
"HP Refurbished ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windows 10, 6 Months WRTY","KSh 17,800","KSh 26,460",33%,2025-07-05
"Lenovo Refurbished Thinkpad T460 Core I5 16GB Ram 256GB SSD, 6th Generation, 14 INCH DISPLAY","KSh 23,499","KSh 29,000",19%,2025-07-05
"HP Refurbished EliteBook 8460p Core I5, 4GB Ram, 500GB HDD Windows 10 Trial","KSh 15,999","KSh 31,000",48%,2025-07-05
HP EliteBook 840 G6 Core I7 8th Gen 16GB RAM 256GB SSD 14 inches 1.8GHz Quad Core Ultra Slim Refurbished Laptop,"KSh 36,999","KSh 55,000",33%,2025-07-05
HP  EliteBook x360 1030 G4 Intel Core i7 8th Gen 16GB RAM 512GB SSD 13.3 Inch FHD Touchscreen Display refurb,"KSh 52,000","KSh 64,999",20%,2025-07-05
Lenovo ThinkPad X1 Yoga X360 Intel Core i7 8th Gen 16GB RAM 512GB SSD 14 Inch FHD Touchscreen 2 in 1 Convertible Refurbished Laptop + Stylus Pen,"KSh 53,000","KSh 70,000",24%,2025-07-05
"DELL  Refurbished Latitude 7390 X360 Core I5, 8GB RAM, 256GB SSD 13.3 Inch","KSh 28,499","KSh 50,000",43%,2025-07-05
"HP Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY","KSh 45,000",N/A,N/A,2025-07-05
HP Elitebook 840 G1  Refurbished Has A 14.0-inch Display. An Intel Core I5 4th Gen 8GB DDR3 RAM 500gb Hdd.windows 10 Pro Installed And Activated,"KSh 16,149","KSh 27,000",40%,2025-07-05
"HP EliteBook 840 G6 Touchscreen-8th Gen -Core I5, 8GB RAM, 256GB-SSD Windows 11 Pro Installed And Activaed Plus Complete Charger","KSh 33,999","KSh 40,000",15%,2025-07-05
"Lenovo ThinkPad X390 YOGA  Core i5-8th Gen 8GB Ram 256GB SSD Refurbished -13.3"" FHD X360-Black-Win 11","KSh 34,999","KSh 35,000",1%,2025-07-05
HP Elitebook745g6Refurbished AMD Ryzen 7 16gb Ram 256ssd  PRO Radeon Graphic 2.20GHz,"KSh 40,000",N/A,N/A,2025-07-05
"HP EliteBook 830 G6 Core I5-8th Gen-8GB Ram- 256GB SSD- Refurbished- 13.3""-Silver-Win 11  Ultra-Slim  (6 Months WRTY)","KSh 28,999","KSh 40,000",28%,2025-07-05
"HP EliteBook 820 G2 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY","KSh 17,200","KSh 21,000",18%,2025-07-05
"Lenovo Refurbished Thinkpad X250 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black, 6 Months WRTY","KSh 15,300","KSh 28,000",45%,2025-07-05
"Lenovo 4GB RAM 128GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension.","KSh 16,500","KSh 35,000",53%,2025-07-05
"HP Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY","KSh 27,699","KSh 45,000",38%,2025-07-05
"HP 8th Generation 16GB, 256 GB SSD Refurbished 840 G5 Intel Core I5 Win 10, Office 2016","KSh 31,999","KSh 38,000",16%,2025-07-05
"HP Elitebook 840 G5 Core I7 16gb  RAM, 512gb 8th Generation Refurbished Windows 10, 6 Months WRTY","KSh 42,000","KSh 70,000",40%,2025-07-05
"Lenovo Thinkbook 14 G7 IML,  Intel® Core™ Ultra 7 155H, Intel® Arc™ Graphics,8 GB DDR5-5600 , 512 GB SSD PCIe 4.0x4 NVMe®, 1080P FHD with Dual Microphone and Privacy Shutter, 14"" WUXGA, Anti-glare, NO OS, ARCTIC GREY , 1 Year Warranty","KSh 104,000","KSh 109,000",5%,2025-07-05
Acer Chromebook 11.6” HD Touchscreen - Intel Celeron Storage 16GB / 4GB RAM SSD HDMI Camera Wi-Fi Bluetooth Chrome OS Refurb,"KSh 9,999","KSh 17,899",44%,2025-07-05
Lenovo Thinkpad T470s Core I5 -8GB RAM -256GB SSD-Dos-14 Touchscreen,"KSh 34,499",N/A,N/A,2025-07-05
Lenovo ThinkPad X390 Core i5-8th Gen 8GB Ram 256GB SSD Refurbished -Black-Win 11,"KSh 24,999","KSh 30,000",17%,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SDD 256GB -14"", Sliver","KSh 21,299","KSh 29,000",27%,2025-07-05
"HP  Refurbished Elitebook 840 G5 8th Generation Core I7, 16GB RAM, 512GBGB SSD -14"" inches screen","KSh 38,499","KSh 59,699",36%,2025-07-05
DELL Latitude 5300 Refurbished Core i5 -8th Generation 8GB RAM 256GB SSD 6 months Warranty,"KSh 23,399","KSh 60,000",61%,2025-07-05
"HP 16GB Ram,512GB SSD Elite-book 840 G4 Intel Core I7 7Th Gen,-Refurbished","KSh 38,000","KSh 60,000",37%,2025-07-05
"HP Refurbished Elitebook 840 G5 8th Generation Core I5, 16GB RAM, 512GBGB SSD -14"" Inches Screen Display Windows 10 Pro Installed And Activated Plus Complete Charger","KSh 33,999","KSh 52,000",35%,2025-07-05
Lenovo Refurbished Thinkpad  X250 Intel Core I5 - 8 GB RAM - 1TB HDD 12.5'' Black  (6 Months WRTY),"KSh 18,498","KSh 36,999",50%,2025-07-05
"Lenovo Thinkpad X240 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black Refurbished Win 10, 6 Months WRTY","KSh 14,300","KSh 70,000",80%,2025-07-05
DELL REFURBISHED 5400 Intel(R) Core(TM) i7 8th gen 16 GB RAM 256 SSD  14 Inch Windows 10,"KSh 32,399","KSh 48,000",33%,2025-07-05
"Lenovo Refurbished Yoga 11e , 11.6"" Touchscreen Intel Celeron - 128GB SSD- 4GB RAM,X360","KSh 11,399","KSh 20,000",43%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 16GB RAM, 1TB HDD ( 2012) 2.5GHz- Silver","KSh 32,800","KSh 45,000",27%,2025-07-05
"Lenovo IdeaPad Slim 3, Intel Core i7-13620H, 16GB RAM, 512GB SSD, Windows 11, 15.6"" FHD, Grey","KSh 92,999","KSh 98,000",5%,2025-07-05
"Lenovo Ideapad 1-12th Generation Intel Core I3-8GB RAM-512GB SSD-WIN11-14"" Display-Grey, (1YR WRTY)","KSh 56,999","KSh 63,999",11%,2025-07-05
"HP Refurbished Elitebook 820 G3 Core I5 16GB RAM 1TB HDD 6th Gen 12.5"", 6 Months WRTY","KSh 24,999","KSh 27,000",7%,2025-07-05
"HP EliteBook 820 G3 Intel Core I5 6th Gen Refurbished 16GB-500GB HDD Silver-12.6"", 6 Months WRTY","KSh 22,000","KSh 25,000",12%,2025-07-05
"HP EliteBook 840 G6-8th Gen -Core I5, 8GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win  (6 Months WRTY)","KSh 28,999","KSh 35,000",17%,2025-07-05
"HP Elitebook 840 G1 Core I5, 8GB RAM +500GB HDD 14"" Refurbished","KSh 16,999","KSh 26,500",36%,2025-07-05
HP EliteBook 820 Core I5 4gb RAM HDD 500GB REFURBISHED,"KSh 16,400","KSh 26,999",39%,2025-07-05
Type-c  HDMI Adapter Cable 4K Converter Laptop Monitor,KSh 350,KSh 480,27%,2025-07-05
"Lenovo  Yoga 260 Touchscreen - Core I5 8GB RAM - 256GB SSD 6th Gen-,X360 12.5"", 6 Months WRTY","KSh 27,199","KSh 38,000",28%,2025-07-05
Asus Zenbook 14 OLED UX3402Z Intel Core I7 16GB 512GB 14 Inch Touchscreen,"KSh 177,100","KSh 180,500",2%,2025-07-05
Lenovo Refurbished Thinkpad Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black (6 Months WRTY),"KSh 15,999","KSh 30,000",47%,2025-07-05
HP Refurbished Elitebook 1030 G2 X360 Core I5 8GB 256GB SSD 2in1 13.3 Touchscreen FHD + Mouse,"KSh 35,624","KSh 70,000",49%,2025-07-05
Lenovo ThinkPad X390 Core i5-8th Gen  16GB Ram 256GB SSD Refurbished -,"KSh 31,000","KSh 35,000",11%,2025-07-05
"Lenovo IdeaPad 1 14IAU7,Intel® Core™ I5-1235U ,Intel Iris® Xe Graphics ,8GB Soldered DDR4-3200,Up To 16GB  DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,14"" HD, HD 720p With Privacy Shutter Webcam, NO OS, CLOUD GREY","KSh 68,500","KSh 82,500",17%,2025-07-05
HP Refurbished EliteBook 820 G3  Intel Core I5 8 GB RAM SDD 256GB,"KSh 26,999",N/A,N/A,2025-07-05
"HP EliteBook 840 G3 Intel Core I7 -8GB Ram-256GB SSD-14""-Silver WIN 10 6th Gen Refurbished","KSh 27,999","KSh 38,000",26%,2025-07-05
HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,"KSh 16,800","KSh 26,000",35%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, 16GB RAM 1TB HDD -14"", Black, 6 Months WRTY","KSh 23,000","KSh 33,000",30%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 2.5GHz 8GB RAM 500GB HDD (Mid 2012) Laptop Silver + Bag, (6 Months WRTY)","KSh 22,499","KSh 30,000",25%,2025-07-05
"HP EliteBook 840 G5 8th Gen Core I5- 8GB Ram- 256GB SSD - Windows 11-14""-Silver (6 Months WRTY)","KSh 35,000","KSh 36,000",3%,2025-07-05
"HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 1 TB 14'' WINDOWS 10, 6 Months WRTY","KSh 18,000","KSh 70,000",74%,2025-07-05
