Name,Current Price,Old Price,Discount,Date
"DELL  Refurbished Latitude E7250 Intel i5- 8GB RAM 256GB SSD Win 10 Pro 12.5 inches, 6 Months WRTY","KSh 23,000","KSh 70,000",67%,2025-07-05
HP Elitebook745g5Refurbished AMD Ryzen 7 16gb ram 256ssd  PRO Radeon Graphic 2.20GHz,"KSh 43,000",N/A,N/A,2025-07-05
"HP EliteBook 820 G4 Intel Core I5 7th Gen Refurbished 8GB-256GB SSD Silver-12.6""","KSh 21,999","KSh 34,000",35%,2025-07-05
"HP ProBook X360 11 G1 , Intel Pentium, 4 GB RAM, 128 GB SSD, 11.6 inch HD Convertible Screen Touchscreen + Free Wireless rechargeable mouse","KSh 23,750","KSh 25,000",5%,2025-07-05
"HP EliteBook 755 G3 Refurbished 15.6""  - AMD PRO A10-8700B66,8GB RAM - 256 GB SSD - Win10","KSh 30,499","KSh 35,000",13%,2025-07-05
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black,"KSh 16,200","KSh 24,400",34%,2025-07-05
"Lenovo  Refurbished Thinkpad X240-Core I5,8GB,500GB HDD 12.5'', 6 Months WRTY","KSh 15,400","KSh 17,000",9%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 4GB RAM, 500GB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 21,700","KSh 30,000",28%,2025-07-05
"Lenovo IdeaPad FLEX 5 14IRH9,Intel® Core™ I5-13420H, Intel® UHD Graphics, 8GB LPDDR5-5200, 512GB SSD M.2 2242 PCIe 4.0x4 NVMe, Windows 11 Home Single Language 64, 14"" WUXGA,1080P FHD With Dual Microphone And Privacy Shutter, LUNA GREY, 1 YR WARRANTY","KSh 100,500","KSh 105,500",5%,2025-07-05
"HP Refurbished ProBook 11 G2, Core I3 6th Gen, 500GB HDD, 4GB RAM,12"" TouchScreen","KSh 24,500",N/A,N/A,2025-07-05
HP EliteBook 820 G3 Intel Core I7 6th Gen 8GB RAM 256GB SSD 12.5 Inches,"KSh 23,949","KSh 29,000",17%,2025-07-05
"HP Refurbished Elitebook 840 G3 Core I5 6th Gen 8GB, 128 GB SSD 500GB HDD WIN 11, Office 2019 Trial","KSh 23,000","KSh 35,000",34%,2025-07-05
"Lenovo Yoga 260 Touchscreen - Core I5 8GB RAM - 256GB SSD 6th Gen-,X360 12.5"", 6 Months WRTY","KSh 28,000","KSh 70,000",60%,2025-07-05
"HP Elitebook 840 G1 Core I5, 4GB RAM +500GB HDD 14"" Renewed","KSh 17,499","KSh 26,500",34%,2025-07-05
HP EliteBook 820 G1 Intel Core I5 6th Gen 8GB RAM 256GB SSD 12.5 Inches,"KSh 19,299","KSh 24,000",20%,2025-07-05
"HP  Refurbished Probook 640 G3 Intel Core I5 - 6th Generation - 256 SSD- 8GB RAM -14"" - Black","KSh 19,500","KSh 24,000",19%,2025-07-05
"HP Refurbished EliteBook 840 G4 Intel Core I5 7th Gen 8GB, 256GB SSD Window10 Trial, 6 Months WRTY","KSh 25,000","KSh 29,000",14%,2025-07-05
"Lenovo ThinkPad X250 Refurbished Core I5,8GB RAM, 256GB SSD,12.5 Inch Windows 10, 6 Months WRTY","KSh 15,830","KSh 25,000",37%,2025-07-05
"HP  Refurbished ProBook 640 G1 Core I5 4th Gen 500GB-HDD 4GB RAM - Black, 6 Months WRTY (6 Months WRTY)","KSh 17,899","KSh 24,500",27%,2025-07-05
"DELL Latitude 7280, Core I5  8GB RAM 256GB SSD, 12.5"" Refurbished","KSh 28,500",N/A,N/A,2025-07-05
"Lenovo Refurbished Thinkpad X250 Intel Core I5, 8GB RAM, 500GB HDD, 12.5'' Black","KSh 16,500","KSh 25,000",34%,2025-07-05
HP EliteBook 840 G4 Refurb Intel Core I7 7th Gen 16GB RAM 256GB SSD 14 Inches,"KSh 38,999","KSh 57,399",32%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 4GB RAM, 500GB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 24,500","KSh 70,000",65%,2025-07-05
"HP ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windows 10 Refurbished , 6 Months WRTY","KSh 16,900","KSh 18,999",11%,2025-07-05
"Lenovo Refurbished T460s Ultrabook 14"" Display, Intel I5(6th Gen) , 8GB RAM, 256GB SSD","KSh 26,400","KSh 32,000",18%,2025-07-05
"Lenovo ThinkPad X240 Refurbished Intel Core I5 4GB RAM 500GB HDD+ Windows 10, 6 Months WRTY","KSh 15,499","KSh 70,000",78%,2025-07-05
"HP  Elitebook 840 G5 14"" FHD Refurbished Core I5-8250U,16GB RAM,512GB SSD Windows 10 Pro","KSh 40,000","KSh 70,000",43%,2025-07-05
"Asus Vivobook S 14 Flip (TP3402ZA) Core&trade; I5-12700H 2.3 GHz (24M Cache, Up To 4.7 GHz, 6P+8E Cores) 8GB Ram 1TB SSD 15.6-inch 2K Touchscreen Display","KSh 116,700","KSh 150,500",22%,2025-07-05
"Lenovo Thinkpad X240 Intel Core I5 8GB RAM 1TB HDD 12.5'' Black Refurbished Win10, 6 Months WRTY","KSh 18,000","KSh 70,000",74%,2025-07-05
"Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black, 6 Months WRTY","KSh 16,000","KSh 70,000",77%,2025-07-05
"Lenovo Refurbished X250 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black, 6 Months WRTY","KSh 15,500","KSh 70,000",78%,2025-07-05
"HP Elitebook Folio 9470- 14"" - Intel Core I5- 8GB RAM - 500GB HDD - Silver Refurbished, 6 Months WRTY","KSh 27,000","KSh 70,000",61%,2025-07-05
HP Refurbished EliteBook 840 G3  Intel Core I5 8 GB RAM HDD 500 GB,"KSh 29,999",N/A,N/A,2025-07-05
"HP Refurbished EliteBook 820  12.5"" Intel Core I5 8 GB RAM HDD 500GB","KSh 26,999",N/A,N/A,2025-07-05
"HP  Refurbished EliteBook 820 G1 Core I5 8GB RAM 500GB, Windows10, 6 Months WRTY","KSh 17,500","KSh 23,000",24%,2025-07-05
"Apple Refurbished MacBook Pro 13"" intel Core I5 8GB RAM, 500GB HDD ( 2012) 2.5GHz- Silver","KSh 22,499","KSh 33,000",32%,2025-07-05
"Lenovo Thinkpad X240 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black Refurbished Win 10, 6 Months WRTY","KSh 15,500","KSh 34,000",54%,2025-07-05
"DELL Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM 256GB SSD, 12.5"" Refurbished, 6 Months WRTY","KSh 18,500","KSh 70,000",74%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 29,000","KSh 70,000",59%,2025-07-05
"HP Refurbished EliteBook 840 G3 Intel Corei5 6th Gen 8GB, 256GB SSD 2.5GHz Window10 Trial (6 Months WRTY)","KSh 35,000",N/A,N/A,2025-07-05
"HP Refurbished Elitebook 840 G5 8th Generation Core I7, 8GB RAM, 512GB SSD Touchscreen -14"", 6 Months WRTY","KSh 48,000","KSh 70,000",31%,2025-07-05
HP REFURBISHED Elitebook 850 G5 Intel(R) Core(TM) i5  8th generation 16 GB RAM 128 SSD Windows 10 Pro,"KSh 46,700",N/A,N/A,2025-07-05
"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY","KSh 17,200","KSh 19,000",9%,2025-07-05
"HP Elitebook 820  Core I5, 4GB RAM-+ 500 GB HDD -12.5"" Refurbished","KSh 16,499","KSh 26,500",38%,2025-07-05
"HP EliteBook X360 1030 G2, 13.3"" Refurb, Intel Core I5 2.6 GHz, 8GB RAM, 512 GB SSD","KSh 59,199","KSh 66,000",10%,2025-07-05
"Lenovo Refurbished Thinkpad T460 Core I5 8GB Ram 256GB HDD, 6th Generation 14″","KSh 27,500","KSh 28,000",2%,2025-07-05
"DELL Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM 256GB SSD, 12.5"" Refurbished, 6 Months WRTY","KSh 18,899","KSh 70,000",73%,2025-07-05
"Lenovo V14 Gen 3 IAP, Intel core i3-1215u 12th gen @ 1.2GHz, 4GB RAM, 256GB Storage, 14 Inches FHD display, Integrated Intel® UHD Graphics, Business Black color","KSh 46,000","KSh 48,500",5%,2025-07-05
"DELL Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM 256GB SSD, 12.5"" Refurbished, 6 Months WRTY","KSh 17,999","KSh 70,000",74%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 26,700","KSh 26,999",1%,2025-07-05
"Lenovo V14 G4 IRU,Intel® Core™ i5-13420H , 8 GB DDR4-3200,512 GB SSD PCIe, Intel® UHD Graphics, 14.0FHD,720P HD with Dual Array Microphone & Privacy Shutter, Ultraslim Notebook, NO OS, BUSINESS BLACK, 1 Year Warranty","KSh 73,000","KSh 78,000",6%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, 4GB RAM 500GB HDD -14"" BLACK","KSh 24,999",N/A,N/A,2025-07-05
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" Inch 4GB RAM 500GB HDD Win10, 6 Months WRTY","KSh 17,299","KSh 27,000",36%,2025-07-05
"DELL Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM 256GB SSD, 12.5"" Refurbished, 6 Months WRTY","KSh 18,999","KSh 70,000",73%,2025-07-05
"HP Refurbished ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windows 10, 6 Months WRTY","KSh 17,780","KSh 70,000",75%,2025-07-05
"HP Elitebook Folio 9470 - 14"" - Intel Core I5- 8GB RAM - 500GB HDD - Silver Refurbished, 6 Months WRTY","KSh 27,000","KSh 70,000",61%,2025-07-05
"HP Refurbished Elitebook 840 G1 Core I5, 8GB RAM 500GB HDD 14""","KSh 17,499","KSh 26,000",33%,2025-07-05
"Acer Laptop Charger Complete With Power Cable 19V,3.42A","KSh 1,184","KSh 1,500",21%,2025-07-05
"HP  Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM-SSD 256GB -14"", S","KSh 27,000","KSh 70,000",61%,2025-07-05
"HP  Elitebook 840 G5 14"" FHD Refurbished Core I5-8250U,16GB RAM,512GB SSD Windows 10 Pro","KSh 43,000","KSh 53,000",19%,2025-07-05
"HP Refurbished EliteBook 840 G2 Core I5 5th Gen 4GB, 500GB HDD Windows 10, 6 Months WRTY","KSh 20,000","KSh 70,000",71%,2025-07-05
"Lexar NS100 2.5"" SATA 256gb Internal SSD for upgrade","KSh 4,500",N/A,N/A,2025-07-05
"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY","KSh 18,000","KSh 20,000",10%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 256GB SSD ( 2012) 2.5GHz- Silver, 6 Months WRTY","KSh 27,600","KSh 70,000",61%,2025-07-05
HP REFURBISHED Probook 650 G2 intel core i5-6th Gen 8GB RAM 128GB SSD,"KSh 22,000","KSh 24,000",8%,2025-07-05
"HP EliteBook Folio 9480 Intel Core I5 4GB, 500GB With Win 10 And Office 14"" Refurbished, 6 Months WRTY","KSh 27,000","KSh 70,000",61%,2025-07-05
"HP Refurbished Elitebook 820 G3 Core I5 16GB RAM 1TB HDD 6th Gen 12.5"", 6 Months WRTY","KSh 24,800","KSh 36,000",31%,2025-07-05
HP Refurbished Notebook 348 G4 Core I5 7th Gen 8GB Ram 1tB HDD,"KSh 32,000",N/A,N/A,2025-07-05
"Lenovo Refurbished Thinkpad X240 Intel Core I5, 4GB RAM, 500GB HDD, 12.5'' Black, 6 Months WRTY","KSh 15,480","KSh 70,000",78%,2025-07-05
"HP REFURBISHED 8440 CORE I5 8GB 500HDD WINDOWS 10, 6 Months WRTY","KSh 70,000",N/A,N/A,2025-07-05
"Western Digital 500GB   Portable External Hard Drive for Windows, USB 3.0 for Plug and Play Ready.","KSh 2,950","KSh 8,000",63%,2025-07-05
"HP EliteBook 820 G2 Core I5 8GB Ram 500GB HDD 12.5"" 5th Gen 2.3GHz Refurbished , 6 Months WRTY","KSh 17,500","KSh 35,000",50%,2025-07-05
"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY","KSh 17,600","KSh 27,000",35%,2025-07-05
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 8GB RAM 500GB HDD, 6 Months WRTY","KSh 20,000","KSh 70,000",71%,2025-07-05
Laptop AC Adapter Charger 60W Magsafe For MacBook,"KSh 4,500",N/A,N/A,2025-07-05
Lenovo Refurbished Thinkpad X250 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black,"KSh 23,000",N/A,N/A,2025-07-05
"Laptop Battery For HP Folio 9470, 9470M, 9480","KSh 3,977","KSh 6,000",34%,2025-07-05
"HP Refurbished ProBook 640 G1 Core I5 4th Gen 500GB-HDD 4GB RAM - Black, 6 Months WRTY","KSh 17,999","KSh 70,000",74%,2025-07-05
"HP ProBook 430 G6 Core I5 8th Gen 8GB 256GB SSD 13.3 Inch Laptop Notebook Refurbished, 6 Months WRTY","KSh 38,000","KSh 70,000",46%,2025-07-05
"HP ProBook 430 G6 Core I5 8th Gen 8GB 512GB SSD 13.3 Inch Laptop Notebook Refurbished, 6 Months WRTY","KSh 48,000","KSh 70,000",31%,2025-07-05
"Lenovo Thinkpad X240 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black Refurbished, 6 Months WRTY","KSh 14,900","KSh 30,000",50%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, 16GB RAM 1TB HDD -14"", Black, 6 Months WRTY","KSh 25,000","KSh 34,900",28%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, 16GB RAM 1TB HDD -14"", Black, 6 Months WRTY","KSh 23,000","KSh 30,000",23%,2025-07-05
Lenovo 20V 2.25A 4.0*1.7mm 45W Lenovo,"KSh 1,500","KSh 2,000",25%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, 16GB RAM 1TB HDD -14"", Black, 6 Months WRTY","KSh 25,000","KSh 70,000",64%,2025-07-05
"Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black, 6 Months WRTY","KSh 17,500","KSh 70,000",75%,2025-07-05
Laptop Battery For Hp Elitebook 8460p 8460w 8470p,"KSh 4,275","KSh 4,500",5%,2025-07-05
"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY","KSh 17,790","KSh 24,000",26%,2025-07-05
"HP Refurbished EliteBook RAM 8GB HDD 500GB Core I5 14"" Windows, Office Basic Software Installed","KSh 12,099","KSh 21,999",45%,2025-07-05
"Lenovo Chromebook – 4GB RAM, 32GB SSD, 11.6” HD Display, Wi-Fi, Chrome OS – Student Laptop Refurbished","KSh 6,175","KSh 19,000",68%,2025-07-05
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 256GB SSD 12.5'' Black  (6 Months WRTY),"KSh 14,999","KSh 37,500",60%,2025-07-05
"Lenovo ThinkPad T490s Touchscreen Core I5 -8th Gen-16GB RAM-256GB SSD-Refurbished 14""-Black-Win 11 (6 Months WRTY)","KSh 26,999","KSh 40,000",33%,2025-07-05
"HP EliteBook 840 G6 Touchscreen 8th Gen-Core I7-16GB RAM, 512GB-SSD-Refurbished-14""- Silver-Win 11 (6 Months WRTY)","KSh 39,999","KSh 48,000",17%,2025-07-05
"HP Refurbished Laptop  Elitebook 840 G1 Core I5, 8GB RAM, 500GB HDD 14"" Windows 10 Trial","KSh 15,000","KSh 19,000",21%,2025-07-05
"HP Refurbished EliteBook RAM 8GB HDD 500GB Core I5 14"" Windows, Office Basic Software Installed (6 Months WRTY)","KSh 12,599","KSh 27,998",55%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB","KSh 9,975","KSh 14,000",29%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e Touch Screen Intel Celeron 4GB/ 128GB SSD 11.6""","KSh 10,299","KSh 28,000",63%,2025-07-05
"HP Refurbished EliteBook 820 G1 Core I5 8GB RAM 500GB, Windows10, 6 Months WRTY","KSh 15,999","KSh 18,000",11%,2025-07-05
"DELL Latitude 3190 X360, 4GB RAM 128GB SSD, 11.6 Inches Touchscreen, Windows 10 PRO, Dualcore Convertible 2 In 1 Refurbished Laptop  (6 Months WRTY)","KSh 12,999","KSh 29,999",57%,2025-07-05
"Nec BRAND NEW VERSAPRO X360 4GB RAM, 64 GB SSD, 11"" WINDOWS 11-BLACK","KSh 13,999","KSh 20,000",30%,2025-07-05
HP Refurbished EliteBook 840 G1 Core I5 8GB RAM 500GB HDD 14 Inch Touchscreen Windows 10 Laptop.,"KSh 18,990","KSh 30,000",37%,2025-07-05
"HP ProBook X360 11 G4 EE Core I5 8th Gen 8GB RAM 256GB SSD 11.6 Inch Touchscreen Windows 10 Pro MS Office 2021, HDMI, 2 - IN - 1 Convertible Slim Refurbished Laptop","KSh 19,949","KSh 30,000",34%,2025-07-05
HP Refurb ProBook 440 G3 Intel Core I5 6th Gen 8GB RAM 256GB SSD 14 Inches,"KSh 18,500","KSh 35,000",47%,2025-07-05
"HP Refurbished EliteBook 820 G1, Intel Core I5, 8GB RAM, 500GB HDD, 12.5"" - BLACK","KSh 18,999","KSh 19,000",1%,2025-07-05
"HP Refurbished Elitebook 820 G3 6th Gen , Corei5, 8GB RAM-SSD 256GB -12.5"", Sliver + Free Mouse","KSh 19,500","KSh 25,000",22%,2025-07-05
"DELL Latitude 5300 Core I5 Touchscreen-8th Gen-16GB RAM -256GB  SSD-Refurbished-Windows 11- 11""","KSh 24,499","KSh 35,000",30%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e Touch Screen Intel Celeron 4GB 128GB SSD 11.6""","KSh 9,999",N/A,N/A,2025-07-05
"HP GAMING LAPTOP ELITEBOOK 745 G6 , 14 INCH Non-Touch, AMD Ryzen 7 3700U, 16 GB RAM, 512GB SSD,4GB GRAPHICS,WINDOWS 11 PRO","KSh 38,000","KSh 80,000",53%,2025-07-05
"HP ProBook X360 11 G4 EE Core I5 8th Gen 8GB RAM 256GB SSD 11.6 Inch Touchscreen Windows 10 Pro MS Office 2021, HDMI, 2 - IN - 1 Convertible Slim Refurbished Laptop + Laptop Bag","KSh 20,424","KSh 30,000",32%,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SDD 256GB -14"", Sliver","KSh 19,949","KSh 30,000",34%,2025-07-05
"HP EliteBook 830 G5 – Core I5 7th Gen, 8GB RAM, 256GB SSD, 13.3” FHD Display, Windows 10 Pro","KSh 26,499","KSh 45,000",41%,2025-07-05
"HP ZBook 14u G6-Touchscreen-Core I5 -16gb Ram-512gb SSD 8th -Gen 14""-Dove Grey-Win 11","KSh 34,999","KSh 45,000",22%,2025-07-05
"Lenovo Refurbished ThinkPad X250 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' Black Win 10","KSh 14,100","KSh 30,000",53%,2025-07-05
"HP 250 G9, Intel Celeron, 8GB RAM, 256GB SSD, 15.6"" FHD Display, Windows 11 Pro, Silver +Bag+Mouse+Flash (1YR WRTY)","KSh 37,999","KSh 45,000",16%,2025-07-05
HP REFURBISHED CHROMEBOOK 14 G4 CELERON 4GB RAM 128GB SSD BLACK,"KSh 12,799","KSh 17,999",29%,2025-07-05
"DELL Latitude 7280 Intel I5 2.40GHz Processor, 8GB RAM DDR4, 256GB SSD, HDMI, Webcam, WiFi , Windows 10 Pro","KSh 17,989","KSh 24,000",25%,2025-07-05
"HP Refurbished EliteBook 820, Intel Core I5, Slim Model ,8GB RAM , 256GB SSD, Black- 12.5","KSh 15,900","KSh 30,000",47%,2025-07-05
HP Pavilion Power Intel Core I5 7th Gen 7300HQ - (16 GB/512 SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1050,"KSh 38,000","KSh 90,000",58%,2025-07-05
"Lenovo ThinkPad X250 Intel Core I5, 8GB RAM, 500GB SSD, 12.5'' REFURBISHED","KSh 14,495","KSh 22,000",34%,2025-07-05
"Nec VersaPro X360, 4GB RAM, 64GB SSD + 64GB SD CARD , 11"" Windows 11 , Black","KSh 12,999","KSh 13,999",7%,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SDD 256GB -14"", Sliver + Laptop Bag","KSh 20,899","KSh 30,000",30%,2025-07-05
Lenovo Refurbished Thinkpad Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black  (6 Months WRTY),"KSh 14,799","KSh 27,999",47%,2025-07-05
"DELL Latitude 7280, Core I5 8GB RAM 256GB SSD, 12.5"" Refurbished","KSh 17,260","KSh 26,000",34%,2025-07-05
"DELL Refurbished 5400 Core I5 8GB RAM 256GB SSD 8th Gen 14"" FHD Touchscreen Windows 11 Pro Business Laptop + Mouse","KSh 24,900","KSh 35,000",29%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e Touch Screen Intel Celeron 4GB 128GB SSD 11.6""","KSh 10,399","KSh 25,000",58%,2025-07-05
"HP ProBook X360 11 G4 EE Core I5 8th Gen 8GB RAM 256GB SSD 11.6 Inch Touchscreen Windows 10 Pro MS Office 2021, HDMI, 2 - IN - 1 Convertible Slim Refurbished Laptop + Laptop Bag","KSh 19,949","KSh 30,000",34%,2025-07-05
"HP Chromebook 11 G5 – Storage 4GB RAM  /  16GB SSD -11.6"" - Intel Celeron N3060 HDMI - HD Camera - Chrome OS -Refurb,  (6 Months WRTY)","KSh 8,599","KSh 19,199",55%,2025-07-05
"DELL DeII Latitude 7280 Laptop PC, Intel I5  2.40GHz Processor, 8 GB RAM DDR4, 256 GB M.2 Solid State Drive, HDMI, Webcam, WiFi & Bluetooth, Windows 11 Pro","KSh 18,000","KSh 25,000",28%,2025-07-05
"HP Refurbished ProBook 11 X360 G1 EE Intel Celeron 4GB RAM, 128GB SSD","KSh 20,000",N/A,N/A,2025-07-05
"Apple Refurbished MacBook pro 13''(2012)16 GB RAM, 500GB HARDISK Storage, Macbook Operating System Installed, Office Installed,Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 26,900","KSh 32,000",16%,2025-07-05
"Apple MACBOOK PRO 2016,INTEL CORE i5 16GB RAM 256GB SSD TOUCHBAR TOUCH ID 13"" (6 Months WRTY)","KSh 44,999","KSh 85,000",47%,2025-07-05
Lenovo THINKPAD X390 YOGA 8TH GEN INTEL CORE I5 16GB DDR4 RAM 256GB NVMe SSD INTEL GRAPHICS WINDOWS 11PRO + OFFICE 13.3'FHD TOUCHSCREEN FULL HD DISPLAY FREE BAG+ MOUSE -6MONTHS WARRANTY -REFURBISHED,"KSh 29,000","KSh 35,000",17%,2025-07-05
"DELL Refurbished 3190 X360 4GB 128GB SSD Celeron 2-in-1 Laptop 11.6"" Touchscreen + Bag, (6 Months WRTY)","KSh 13,999","KSh 23,000",39%,2025-07-05
"DELL Latitude 3189 X360-4GB RAM-256GB SSD-Touchscreen- Intel Pentium -Refurbished-Win 10-Grey-12"" (6 Months WRTY)","KSh 15,499","KSh 25,000",38%,2025-07-05
"HP EliteBook 755 G5 15.6""  AMD Ryzen 7 2700U  2.20 GHz - 16GB RAM - 512GB SSD (REFURB)","KSh 38,000","KSh 57,000",33%,2025-07-05
"Lenovo ThinkPad X280 – RUFURBISHED - Intel Core I5  8TH GEN QUAD CORE  8GB RAM  256GB SSD  12.5"" Full HD IPS Display – With Windows 11 & Office Installed LIGHT AND PORTABLE  FREE BAG","KSh 20,900","KSh 22,999",9%,2025-07-05
"HP Elite X2  , intel Core i7 8th Gen, 8GB RAM, 256GB SSD, 12.3 inches with detachable keyboard","KSh 40,000","KSh 50,000",20%,2025-07-05
HP Elitebook 840 G5 Laptop Intel Core I7  7th Gen 1.80 GHz 8Gb Ram 256GB SSD Windows 10 Pro-64,"KSh 26,999",N/A,N/A,2025-07-05
"Acer Chromebook Laptop C731 – C734 11.6"" Screen - Intel Celeron - 4GB RAM /16GB SSD – Wifi, HDMI , Bluetooth, Camera, Playstore, Chrome OS, Refurb","KSh 7,999","KSh 16,499",52%,2025-07-05
"HP EliteBook 820 Core I5, 4GB RAM 500GB HDD -12.5inch , Black Refurbished Windows 10  (6 Months WRTY)","KSh 16,999","KSh 28,999",41%,2025-07-05
"HP Refurbished Elitebook 820 G4 Core I5 8GB RAM 256GB SSD 7th Gen 12.5"" Ultraslim Laptop (6 Months WRTY)","KSh 21,599","KSh 35,000",38%,2025-07-05
Lenovo REFURBISHED THINKPAD X240 INTEL CORE I5 8GB RAM 500GB HDD STORAGE 12.5INCH BLACK,"KSh 13,299","KSh 20,000",34%,2025-07-05
"HP Refurbished Laptop EliteBook 840 G6 8th Gen-Core I7-16GB RAM, 512GB-SSD 14""- Silver-Win 11 (6 Months WRTY","KSh 32,775","KSh 39,999",18%,2025-07-05
"Asus ASU:S TUF GAMING FX86f, Intel Core I7-8550H, 16 GB RAM, 512 GB SSD, 4 GB NVIDIA GeForce 1050 Ti","KSh 55,000","KSh 120,000",54%,2025-07-05
"HP Refurbished 16GB RAM, Fast Speed 256GB SSD EliteBook, Intel Core I5, 14''Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad","KSh 21,500","KSh 32,000",33%,2025-07-05
"HP EliteBook x360 1040 G7, Intel Core i7 10th Gen, 16GB RAM, 256GB SSD, 14 Inches FHD Touch Display, Intel UHD Premium Graphics, Windows 11 Pro-REFURBISHED","KSh 57,000","KSh 75,000",24%,2025-07-05
"HP Refurbished EliteBook 840 G5 Core I5 8GB 256GB SSD 14"" 8th Gen Quad Core Slim Laptop + Bag.","KSh 28,900","KSh 45,000",36%,2025-07-05
"Lenovo Chromebook 11 300e 11.6"" Laptop - Storage 32GB SSD / 4GB RAM - WiFi -HDMI- Camera - Bluetooth - Non Touch - Refurb (6 Months WRTY)","KSh 8,999","KSh 15,499",42%,2025-07-05
"HP REFURB ELITE X2 1013 G3,INTEL CORE I7 8TH GEN,8GB RAM 256GB SSD TOUCHSCREEN (6 Months WRTY)","KSh 48,800",N/A,N/A,2025-07-05
HP Refurbished EliteBook 840 G5 Core I5 16GB 256GB SSD 8th Gen 14 Inch QuadCore + Bag  (6 Months WRTY),"KSh 28,500","KSh 45,000",37%,2025-07-05
DELL Latitude 7400 Intel Core I7 8th Gen 16GB RAM 512GB SSD 14 Inches HD RefurbishedDisplay,"KSh 39,999","KSh 63,000",37%,2025-07-05
"DELL Chromebook 11 P22T -Intel Celeron N2840 2.16GHz, 4GB RAM /16GB EMMC, Chrome OS, Refurb.,  (6 Months WRTY)","KSh 8,299","KSh 13,999",41%,2025-07-05
HP Refurbished EliteBook 840 G5 Core I7 16GB RAM 512GB SSD 8th Gen 14Inch Ultra Slim,"KSh 38,999","KSh 45,500",14%,2025-07-05
"Lenovo Refurbished Thinkpad X280 Intel Core I5 8th Gen , 8GB RAM 512GB SSD, 12.5'' Black","KSh 24,999","KSh 30,000",17%,2025-07-05
"HP EliteBook 840 G3 – Intel Core i5-6th gen, 8GB RAM, 256GB SSD, 14-inch Full HD Display, Windows 10/11 Pro","KSh 21,999","KSh 33,000",33%,2025-07-05
HP refurbished ProBook X360 11 G2-X360 -Pentium-4GB RAM-256GB SSD-Refurbished- HD Screen-Grey-12',"KSh 15,499",N/A,N/A,2025-07-05
